unix_time,Global_active_power
1166296860,3.332
1166296920,3.316
1166296980,3.334
1166297040,3.262
1166297100,3.476
1166297160,3.62
1166297220,3.61
1166297280,3.646
1166297340,3.614
1166297400,3.408
1166297460,3.388
1166297520,3.372
1166297580,3.37
1166297640,3.342
1166297700,3.284
1166297760,3.276
1166297820,3.382
1166297880,3.418
1166297940,3.396
1166298000,3.406
1166298060,3.406
1166298120,3.392
1166298180,3.378
1166298240,3.368
1166298300,3.35
1166298360,3.352
1166298420,3.364
1166298480,3.38
1166298540,3.404
1166298600,3.378
1166298660,3.388
1166298720,3.376
1166298780,3.254
1166298840,3.214
1166298900,3.202
1166298960,3.202
1166299020,3.212
1166299080,3.206
1166299140,3.214
1166299200,3.206
1166299260,3.222
1166299320,3.216
1166299380,3.216
1166299440,3.194
1166299500,3.278
1166299560,3.282
1166299620,3.292
1166299680,3.316
1166299740,3.37
1166299800,3.42
1166299860,3.41
1166299920,3.4
1166299980,3.4
1166300040,3.388
1166300100,3.37
1166300160,3.332
1166300220,3.31
1166300280,3.312
1166300340,3.314
1166300400,3.302
1166300460,3.302
1166300520,3.3
1166300580,3.29
1166300640,3.286
1166300700,3.23
1166300760,3.218
1166300820,3.258
1166300880,3.264
1166300940,3.26
1166301000,3.262
1166301060,3.264
1166301120,3.238
1166301180,3.228
1166301240,3.222
1166301300,3.226
1166301360,3.206
1166301420,3.188
1166301480,3.196
1166301540,3.204
1166301600,3.232
1166301660,3.254
1166301720,3.376
1166301780,3.372
1166301840,3.366
1166301900,3.386
1166301960,3.496
1166302020,3.426
1166302080,3.44
1166302140,3.44
1166302200,3.454
1166302260,3.45
1166302320,3.48
1166302380,3.474
1166302440,3.456
1166302500,1.832
1166302560,2.044
1166302620,3.354
1166302680,3.282
1166302740,3.308
1166302800,3.314
1166302860,3.306
1166302920,1.692
1166302980,3.342
1166303040,3.354
1166303100,3.334
1166303160,3.33
1166303220,2.74
1166303280,2.188
1166303340,3.33
1166303400,3.34
1166303460,3.306
1166303520,3.044
1166303580,1.766
1166303640,3.376
1166303700,3.414
1166303760,3.426
1166303820,3.42
1166303880,1.876
1166303940,3.442
1166304000,3.414
1166304060,3.412
1166304120,2.542
1166304180,2.82
1166304240,3.41
1166304300,3.392
1166304360,2.878
1166304420,1.848
1166304480,3.494
1166304540,3.42
1166304600,3.226
1166304660,1.948
1166304720,3.392
1166304780,3.368
1166304840,3.378
1166304900,1.872
1166304960,3.212
1166305020,3.346
1166305080,3.308
1166305140,3.302
1166305200,2.36
1166305260,2.652
1166305320,3.392
1166305380,3.398
1166305440,3.424
1166305500,1.86
1166305560,3.25
1166305620,3.502
1166305680,3.484
1166305740,3.478
1166305800,1.696
1166305860,3.494
1166305920,3.482
1166305980,3.48
1166306040,3.474
1166306100,2.308
1166306160,2.926
1166306220,3.472
1166306280,3.48
1166306340,3.454
1166306400,3.464
1166306460,1.786
1166306520,3.182
1166306580,3.378
1166306640,3.372
1166306700,3.362
1166306760,3.112
1166306820,1.614
1166306880,3.358
1166306940,3.388
1166307000,3.392
1166307060,2.81
1166307120,2.18
1166307180,3.37
1166307240,3.326
1166307300,2.778
1166307360,2.358
1166307420,0.96
1166307480,1.606
1166307540,2.35
1166307600,2.428
1166307660,2.078
1166307720,0.78
1166307780,2.426
1166307840,2.412
1166307900,2.428
1166307960,1.53
1166308020,1.388
1166308080,2.424
1166308140,2.428
1166308200,2.388
1166308260,0.376
1166308320,2.202
1166308380,2.43
1166308440,2.346
1166308500,1.916
1166308560,0.384
1166308620,2.334
1166308680,2.32
1166308740,2.306
1166308800,2.306
1166308860,0.436
1166308920,1.584
1166308980,2.328
1166309040,2.326
1166309100,2.334
1166309160,1.846
1166309220,0.284
1166309280,2.342
1166309340,2.392
1166309400,2.414
1166309460,2.414
1166309520,0.754
1166309580,1.42
1166309640,2.468
1166309700,2.474
1166309760,2.488
1166309820,1.81
1166309880,0.674
1166309940,2.444
1166310000,2.41
1166310060,2.412
1166310120,2.206
1166310180,0.37
1166310240,2.104
1166310300,2.404
1166310360,2.418
1166310420,2.342
1166310480,1.262
1166310540,0.852
1166310600,2.34
1166310660,2.336
1166310720,2.334
1166310780,2.33
1166310840,1.038
1166310900,0.386
1166310960,2.35
1166311020,2.346
1166311080,2.346
1166311140,1.834
1166311200,1.222
1166311260,2.342
1166311320,2.334
1166311380,1.666
1166311440,1.198
1166311500,2.35
1166311560,2.398
1166311620,2.444
1166311680,0.406
1166311740,2.434
1166311800,2.502
1166311860,2.518
1166311920,1.516
1166311980,1.498
1166312040,2.508
1166312100,2.504
1166312160,2.492
1166312220,0.814
1166312280,2.304
1166312340,2.53
1166312400,2.378
1166312460,0.384
1166312520,2.37
1166312580,2.358
1166312640,2.352
1166312700,0.416
1166312760,2.654
1166312820,2.54
1166312880,2.526
1166312940,1.206
1166313000,3.844
1166313060,4.122
1166313120,3.458
1166313180,1.988
1166313240,0.596
1166313300,1.29
1166313360,2.73
1166313420,2.734
1166313480,2.764
1166313540,2.586
1166313600,1.044
1166313660,1.52
1166313720,3.038
1166313780,2.974
1166313840,2.846
1166313900,2.848
1166313960,2.858
1166314020,2.472
1166314080,0.658
1166314140,0.838
1166314200,2.608
1166314260,2.598
1166314320,2.56
1166314380,2.526
1166314440,2.472
1166314500,1.658
1166314560,0.422
1166314620,0.79
1166314680,2.436
1166314740,2.396
1166314800,2.338
1166314860,2.304
1166314920,0.276
1166314980,0.712
1166315040,2.332
1166315100,2.344
1166315160,2.354
1166315220,2.332
1166315280,2.368
1166315340,0.612
1166315400,0.286
1166315460,1.952
1166315520,2.376
1166315580,2.374
1166315640,2.406
1166315700,1.004
1166315760,0.388
1166315820,1.458
1166315880,2.48
1166315940,2.454
1166316000,2.468
1166316060,2.028
1166316120,0.382
1166316180,0.902
1166316240,2.466
1166316300,2.456
1166316360,2.45
1166316420,2.448
1166316480,0.93
1166316540,0.286
1166316600,1.376
1166316660,2.456
1166316720,2.456
1166316780,2.444
1166316840,2.122
1166316900,0.356
1166316960,0.952
1166317020,2.426
1166317080,2.42
1166317140,2.412
1166317200,1.008
1166317260,0.43
1166317320,2.676
1166317380,3.766
1166317440,4.582
1166317500,5.282
1166317560,2.362
1166317620,3.25
1166317680,4.618
1166317740,5.242
1166317800,4.86
1166317860,3.738
1166317920,3.426
1166317980,5.254
1166318040,5.246
1166318100,5.216
1166318160,3.858
1166318220,2.822
1166318280,3.84
1166318340,4.636
1166318400,4.634
1166318460,4.652
1166318520,3.13
1166318580,1.756
1166318640,3.478
1166318700,4.5
1166318760,3.552
1166318820,3.94
1166318880,2.44
1166318940,2.08
1166319000,3.652
1166319060,4.432
1166319120,4.46
1166319180,2.186
1166319240,2.358
1166319300,3.954
1166319360,3.746
1166319420,3.944
1166319480,3.68
1166319540,1.67
1166319600,3.214
1166319660,4.5
1166319720,3.8
1166319780,2.664
1166319840,2.528
1166319900,2.668
1166319960,4.256
1166320020,4.126
1166320080,3.216
1166320140,0.574
1166320200,2.344
1166320260,3.804
1166320320,4.622
1166320380,3.218
1166320440,0.774
1166320500,0.572
1166320560,1.952
1166320620,2.608
1166320680,2.6
1166320740,2.568
1166320800,1.334
1166320860,0.362
1166320920,1.238
1166320980,2.448
1166321040,2.426
1166321100,1.794
1166321160,0.288
1166321220,0.608
1166321280,2.426
1166321340,2.442
1166321400,2.428
1166321460,0.674
1166321520,0.306
1166321580,2.09
1166321640,2.508
1166321700,2.228
1166321760,0.308
1166321820,0.29
1166321880,2.442
1166321940,2.514
1166322000,2.506
1166322060,0.388
1166322120,0.538
1166322180,2.496
1166322240,2.47
1166322300,2.448
1166322360,0.82
1166322420,0.308
1166322480,2.45
1166322540,2.432
1166322600,2.444
1166322660,1.97
1166322720,0.256
1166322780,0.508
1166322840,2.37
1166322900,2.352
1166322960,2.14
1166323020,0.212
1166323080,0.992
1166323140,2.362
1166323200,2.384
1166323260,1.928
1166323320,0.218
1166323380,0.656
1166323440,2.398
1166323500,2.412
1166323560,1.672
1166323620,0.226
1166323680,1.632
1166323740,2.352
1166323800,2.328
1166323860,0.732
1166323920,0.206
1166323980,2.332
1166324040,2.39
1166324100,2.476
1166324160,0.604
1166324220,0.38
1166324280,1.774
1166324340,2.52
1166324400,2.542
1166324460,2.228
1166324520,0.59
1166324580,1.354
1166324640,2.734
1166324700,2.734
1166324760,2.002
1166324820,0.472
1166324880,0.876
1166324940,2.324
1166325000,2.342
1166325060,2.326
1166325120,0.302
1166325180,0.208
1166325240,2.022
1166325300,2.356
1166325360,2.346
1166325420,2.24
1166325480,0.224
1166325540,0.424
1166325600,2.344
1166325660,2.308
1166325720,2.338
1166325780,1.48
1166325840,0.222
1166325900,0.82
1166325960,2.352
1166326020,2.312
1166326080,2.324
1166326140,0.232
1166326200,0.342
1166326260,1.94
1166326320,2.456
1166326380,2.448
1166326440,1.838
1166326500,0.32
1166326560,1.154
1166326620,2.442
1166326680,2.41
1166326740,2.282
1166326800,0.32
1166326860,0.812
1166326920,2.446
1166326980,2.426
1166327040,2.41
1166327100,0.436
1166327160,0.492
1166327220,2.424
1166327280,2.392
1166327340,2.382
1166327400,0.754
1166327460,0.412
1166327520,2.354
1166327580,2.412
1166327640,2.426
1166327700,1.384
1166327760,0.292
1166327820,1.33
1166327880,2.396
1166327940,2.422
1166328000,2.402
1166328060,0.43
1166328120,0.666
1166328180,2.42
1166328240,2.39
1166328300,2.446
1166328360,0.978
1166328420,0.4
1166328480,2.432
1166328540,2.5
1166328600,2.52
1166328660,0.788
1166328720,0.402
1166328780,2.238
1166328840,2.512
1166328900,2.486
1166328960,1.936
1166329020,0.376
1166329080,0.908
1166329140,2.336
1166329200,2.346
1166329260,2.328
1166329320,1.708
1166329380,0.206
1166329440,0.516
1166329500,2.426
1166329560,2.43
1166329620,2.424
1166329680,2.306
1166329740,0.288
1166329800,0.756
1166329860,3.498
1166329920,3.522
1166329980,3.46
1166330040,3.434
1166330100,1.646
1166330160,1.336
1166330220,2.874
1166330280,3.41
1166330340,3.412
1166330400,3.386
1166330460,1.844
1166330520,1.414
1166330580,3.352
1166330640,3.5
1166330700,3.516
1166330760,3.174
1166330820,1.428
1166330880,1.994
1166330940,3.492
1166331000,3.46
1166331060,3.492
1166331120,3.482
1166331180,1.492
1166331240,1.326
1166331300,3.282
1166331360,3.422
1166331420,3.424
1166331480,3.254
1166331540,1.32
1166331600,2.294
1166331660,3.4
1166331720,3.402
1166331780,3.418
1166331840,2.994
1166331900,1.326
1166331960,2.02
1166332020,3.378
1166332080,3.372
1166332140,3.374
1166332200,3.426
1166332260,1.462
1166332320,1.834
1166332380,3.462
1166332440,3.486
1166332500,2.91
1166332560,0.936
1166332620,0.338
1166332680,1.926
1166332740,2.42
1166332800,2.438
1166332860,2.43
1166332920,2.454
1166332980,0.424
1166333040,0.716
1166333100,2.462
1166333160,2.46
1166333220,2.418
1166333280,1.0
1166333340,0.298
1166333400,1.65
1166333460,2.31
1166333520,2.332
1166333580,2.242
1166333640,0.224
1166333700,0.752
1166333760,2.33
1166333820,2.322
1166333880,2.312
1166333940,0.76
1166334000,0.364
1166334060,2.336
1166334120,2.312
1166334180,2.332
1166334240,0.856
1166334300,0.864
1166334360,2.302
1166334420,2.324
1166334480,1.852
1166334540,0.226
1166334600,2.184
1166334660,2.38
1166334720,1.92
1166334780,0.254
1166334840,2.164
1166334900,2.554
1166334960,2.026
1166335020,0.414
1166335080,2.106
1166335140,2.522
1166335200,2.076
1166335260,0.402
1166335320,2.118
1166335380,2.486
1166335440,1.34
1166335500,0.666
1166335560,2.44
1166335620,2.426
1166335680,1.278
1166335740,0.43
1166335800,2.426
1166335860,2.382
1166335920,2.406
1166335980,0.33
1166336040,1.208
1166336100,2.406
1166336160,2.442
1166336220,2.426
1166336280,2.432
1166336340,2.414
1166336400,0.484
1166336460,0.312
1166336520,2.352
1166336580,2.428
1166336640,2.582
1166336700,2.784
1166336760,2.68
1166336820,1.42
1166336880,0.908
1166336940,3.194
1166337000,3.328
1166337060,2.67
1166337120,1.238
1166337180,1.12
1166337240,0.592
1166337300,0.8
1166337360,0.82
1166337420,0.796
1166337480,0.798
1166337540,0.694
1166337600,0.694
1166337660,0.758
1166337720,0.682
1166337780,0.664
1166337840,0.642
1166337900,0.66
1166337960,0.636
1166338020,0.66
1166338080,0.638
1166338140,0.478
1166338200,0.316
1166338260,0.33
1166338320,0.38
1166338380,0.522
1166338440,0.422
1166338500,0.262
1166338560,0.22
1166338620,0.246
1166338680,0.212
1166338740,0.242
1166338800,0.222
1166338860,0.24
1166338920,0.216
1166338980,0.228
1166339040,0.21
1166339100,0.276
1166339160,0.322
1166339220,0.336
1166339280,0.318
1166339340,0.314
1166339400,0.328
1166339460,0.308
1166339520,0.326
1166339580,0.304
1166339640,2.206
1166339700,2.338
1166339760,2.362
1166339820,2.356
1166339880,2.324
1166339940,2.264
1166340000,2.28
1166340060,2.258
1166340120,2.306
1166340180,2.288
1166340240,2.3
1166340300,2.346
1166340360,2.378
1166340420,2.346
1166340480,2.35
1166340540,2.326
1166340600,2.336
1166340660,2.326
1166340720,0.504
1166340780,0.268
1166340840,1.734
1166340900,2.318
1166340960,2.322
1166341020,2.302
1166341080,2.318
1166341140,2.302
1166341200,2.29
1166341260,2.376
1166341320,0.368
1166341380,0.332
1166341440,1.734
1166341500,2.416
1166341560,2.4
1166341620,2.418
1166341680,2.388
1166341740,2.406
1166341800,2.378
1166341860,1.164
1166341920,0.3
1166341980,0.7
1166342040,2.376
1166342100,2.32
1166342160,2.278
1166342220,2.28
1166342280,2.278
1166342340,2.294
1166342400,2.28
1166342460,2.3
1166342520,0.21
1166342580,0.216
1166342640,2.256
1166342700,2.312
1166342760,2.288
1166342820,2.308
1166342880,2.272
1166342940,2.354
1166343000,0.616
1166343060,0.282
1166343120,1.78
1166343180,2.348
1166343240,2.368
1166343300,2.362
1166343360,2.378
1166343420,2.43
1166343480,2.512
1166343540,0.616
1166343600,0.398
1166343660,1.528
1166343720,2.484
1166343780,2.462
1166343840,2.502
1166343900,2.484
1166343960,2.486
1166344020,2.04
1166344080,0.402
1166344140,0.38
1166344200,1.876
1166344260,2.36
1166344320,2.364
1166344380,2.336
1166344440,2.352
1166344500,2.34
1166344560,2.36
1166344620,0.914
1166344680,0.29
1166344740,1.058
1166344800,2.374
1166344860,2.388
1166344920,2.358
1166344980,2.294
1166345040,2.278
1166345100,2.28
1166345160,0.268
1166345220,0.222
1166345280,1.622
1166345340,2.296
1166345400,2.278
1166345460,2.296
1166345520,2.26
1166345580,2.94
1166345640,2.792
1166345700,1.158
1166345760,0.932
1166345820,2.514
1166345880,2.984
1166345940,2.996
1166346000,2.94
1166346060,3.278
1166346120,5.908
1166346180,7.064
1166346240,6.926
1166346300,6.58
1166346360,6.05
1166346420,6.104
1166346480,4.762
1166346540,4.506
1166346600,4.472
1166346660,3.708
1166346720,0.724
1166346780,1.892
1166346840,2.012
1166346900,2.372
1166346960,2.386
1166347020,2.4
1166347080,2.424
1166347140,1.066
1166347200,0.38
1166347260,1.632
1166347320,2.41
1166347380,2.38
1166347440,2.402
1166347500,2.438
1166347560,2.432
1166347620,1.64
1166347680,0.424
1166347740,1.41
1166347800,2.722
1166347860,2.712
1166347920,2.706
1166347980,2.488
1166348040,2.424
1166348100,1.258
1166348160,0.37
1166348220,0.786
1166348280,2.474
1166348340,2.474
1166348400,2.488
1166348460,2.486
1166348520,2.444
1166348580,2.272
1166348640,0.338
1166348700,0.29
1166348760,1.466
1166348820,2.324
1166348880,2.32
1166348940,2.308
1166349000,2.314
1166349060,2.312
1166349120,2.306
1166349180,0.444
1166349240,0.268
1166349300,1.846
1166349360,2.308
1166349420,2.29
1166349480,2.288
1166349540,2.296
1166349600,2.292
1166349660,0.37
1166349720,0.472
1166349780,3.054
1166349840,3.48
1166349900,3.572
1166349960,3.56
1166350020,3.528
1166350080,3.49
1166350140,2.038
1166350200,1.406
1166350260,2.84
1166350320,3.388
1166350380,3.394
1166350440,3.36
1166350500,1.354
1166350560,1.334
1166350620,1.358
1166350680,1.37
1166350740,1.322
1166350800,1.304
1166350860,1.394
1166350920,1.702
1166350980,2.242
1166351040,3.714
1166351100,3.212
1166351160,3.694
1166351220,3.204
1166351280,3.676
1166351340,3.666
1166351400,3.678
1166351460,3.722
1166351520,3.716
1166351580,3.75
1166351640,4.17
1166351700,5.776
1166351760,5.718
1166351820,5.738
1166351880,5.714
1166351940,5.732
1166352000,5.73
1166352060,5.848
1166352120,5.842
1166352180,5.88
1166352240,5.872
1166352300,5.07
1166352360,5.488
1166352420,5.898
1166352480,5.026
1166352540,3.246
1166352600,2.712
1166352660,3.538
1166352720,3.574
1166352780,3.016
1166352840,3.002
1166352900,4.444
1166352960,5.568
1166353020,4.84
1166353080,5.066
1166353140,5.57
1166353200,3.65
1166353260,2.394
1166353320,3.024
1166353380,3.25
1166353440,3.378
1166353500,2.264
1166353560,3.108
1166353620,2.978
1166353680,1.966
1166353740,1.928
1166353800,2.526
1166353860,1.51
1166353920,1.572
1166353980,1.602
1166354040,1.562
1166354100,1.55
1166354160,1.586
1166354220,1.658
1166354280,1.658
1166354340,1.65
1166354400,1.676
1166354460,2.492
1166354520,3.828
1166354580,3.822
1166354640,3.834
1166354700,3.81
1166354760,3.824
1166354820,3.838
1166354880,3.844
1166354940,3.824
1166355000,3.844
1166355060,3.88
1166355120,4.004
1166355180,3.784
1166355240,3.784
1166355300,3.792
1166355360,2.146
1166355420,1.608
1166355480,1.828
1166355540,1.922
1166355600,1.978
1166355660,1.93
1166355720,1.964
1166355780,1.854
1166355840,1.762
1166355900,1.738
1166355960,1.766
1166356020,1.746
1166356080,1.734
1166356140,1.738
1166356200,1.958
1166356260,1.964
1166356320,1.962
1166356380,2.05
1166356440,2.032
1166356500,2.036
1166356560,1.964
1166356620,1.97
1166356680,1.946
1166356740,1.97
1166356800,1.962
1166356860,1.988
1166356920,1.972
1166356980,1.974
1166357040,1.954
1166357100,1.958
1166357160,2.01
1166357220,1.946
1166357280,1.928
1166357340,1.908
1166357400,1.708
1166357460,1.564
1166357520,1.54
1166357580,1.56
1166357640,1.584
1166357700,1.734
1166357760,1.772
1166357820,1.874
1166357880,1.74
1166357940,1.622
1166358000,1.854
1166358060,1.854
1166358120,1.906
1166358180,1.946
1166358240,3.36
1166358300,3.518
1166358360,2.438
1166358420,1.924
1166358480,1.954
1166358540,2.018
1166358600,2.014
1166358660,1.992
1166358720,1.996
1166358780,2.002
1166358840,1.964
1166358900,1.93
1166358960,1.83
1166359020,1.706
1166359080,2.93
1166359140,3.182
1166359200,1.718
1166359260,1.716
1166359320,1.71
1166359380,1.712
1166359440,1.702
1166359500,1.732
1166359560,1.722
1166359620,1.712
1166359680,1.716
1166359740,1.714
1166359800,1.71
1166359860,1.722
1166359920,1.72
1166359980,1.714
1166360040,1.736
1166360100,1.726
1166360160,1.712
1166360220,1.72
1166360280,1.718
1166360340,1.704
1166360400,1.754
1166360460,1.798
1166360520,1.742
1166360580,1.74
1166360640,1.742
1166360700,1.75
1166360760,1.736
1166360820,1.712
1166360880,1.566
1166360940,1.488
1166361000,1.494
1166361060,1.504
1166361120,1.498
1166361180,1.44
1166361240,1.44
1166361300,1.434
1166361360,1.446
1166361420,1.442
1166361480,1.434
1166361540,1.456
1166361600,1.462
1166361660,1.478
1166361720,1.47
1166361780,1.456
1166361840,1.45
1166361900,1.448
1166361960,1.442
1166362020,1.446
1166362080,1.446
1166362140,1.44
1166362200,1.44
1166362260,1.436
1166362320,1.44
1166362380,1.436
1166362440,1.434
1166362500,1.648
1166362560,1.734
1166362620,1.816
1166362680,1.808
1166362740,1.822
1166362800,1.822
1166362860,1.826
1166362920,1.824
1166362980,1.82
1166363040,1.81
1166363100,1.81
1166363160,1.806
1166363220,1.814
1166363280,1.812
1166363340,1.784
1166363400,1.758
1166363460,1.768
1166363520,1.764
1166363580,1.764
1166363640,2.152
1166363700,3.092
1166363760,1.79
1166363820,1.76
1166363880,1.752
1166363940,1.75
1166364000,1.744
1166364060,1.77
1166364120,1.794
1166364180,1.774
1166364240,1.782
1166364300,1.788
1166364360,2.4
1166364420,1.8
1166364480,1.938
1166364540,2.304
1166364600,2.066
1166364660,1.938
1166364720,1.802
1166364780,1.954
1166364840,2.058
1166364900,2.102
1166364960,2.118
1166365020,2.12
1166365080,2.106
1166365140,2.124
1166365200,2.134
1166365260,2.134
1166365320,2.12
1166365380,2.122
1166365440,2.118
1166365500,2.106
1166365560,2.136
1166365620,2.51
1166365680,2.68
1166365740,2.372
1166365800,2.154
1166365860,2.146
1166365920,2.14
1166365980,2.142
1166366040,2.228
1166366100,2.19
1166366160,2.122
1166366220,2.118
1166366280,2.12
1166366340,2.118
1166366400,2.11
1166366460,2.11
1166366520,2.11
1166366580,2.108
1166366640,2.104
1166366700,1.856
1166366760,1.858
1166366820,1.87
1166366880,2.046
1166366940,2.152
1166367000,2.17
1166367060,2.162
1166367120,2.16
1166367180,2.154
1166367240,2.238
1166367300,2.24
1166367360,2.248
1166367420,2.188
1166367480,2.152
1166367540,2.13
1166367600,2.11
1166367660,2.112
1166367720,2.12
1166367780,2.108
1166367840,2.106
1166367900,2.076
1166367960,1.996
1166368020,2.004
1166368080,2.01
1166368140,2.002
1166368200,1.934
1166368260,1.954
1166368320,2.06
1166368380,2.022
1166368440,2.128
1166368500,2.18
1166368560,2.178
1166368620,2.172
1166368680,2.18
1166368740,2.1
1166368800,2.142
1166368860,2.144
1166368920,2.07
1166368980,2.042
1166369040,3.006
1166369100,3.156
1166369160,3.118
1166369220,3.124
1166369280,4.502
1166369340,5.57
1166369400,3.054
1166369460,2.886
1166369520,2.902
1166369580,2.892
1166369640,2.888
1166369700,2.88
1166369760,2.858
1166369820,3.382
1166369880,4.944
1166369940,4.928
1166370000,4.908
1166370060,4.918
1166370120,4.956
1166370180,4.944
1166370240,4.968
1166370300,4.89
1166370360,4.9
1166370420,2.812
1166370480,4.794
1166370540,2.92
1166370600,2.852
1166370660,2.814
1166370720,2.744
1166370780,2.76
1166370840,2.758
1166370900,2.824
1166370960,2.848
1166371020,2.844
1166371080,2.81
1166371140,2.82
1166371200,2.818
1166371260,2.842
1166371320,2.834
1166371380,2.83
1166371440,2.824
1166371500,2.814
1166371560,2.794
1166371620,2.794
1166371680,2.78
1166371740,2.78
1166371800,2.756
1166371860,2.748
1166371920,2.776
1166371980,2.842
1166372040,2.856
1166372100,2.798
1166372160,2.81
1166372220,2.81
1166372280,2.792
1166372340,2.792
1166372400,2.75
1166372460,2.762
1166372520,4.838
1166372580,4.878
1166372640,4.864
1166372700,4.868
1166372760,4.876
1166372820,4.81
1166372880,4.79
1166372940,4.784
1166373000,4.806
1166373060,4.834
1166373120,4.856
1166373180,4.844
1166373240,4.912
1166373300,3.12
1166373360,2.73
1166373420,2.962
1166373480,2.764
1166373540,2.748
1166373600,2.722
1166373660,2.768
1166373720,2.832
1166373780,2.804
1166373840,2.788
1166373900,2.802
1166373960,2.8
1166374020,2.776
1166374080,2.768
1166374140,2.798
1166374200,2.846
1166374260,3.234
1166374320,3.256
1166374380,3.272
1166374440,3.328
1166374500,3.316
1166374560,3.39
1166374620,3.418
1166374680,3.384
1166374740,3.374
1166374800,3.388
1166374860,3.376
1166374920,3.354
1166374980,3.472
1166375040,3.484
1166375100,3.422
1166375160,3.416
1166375220,3.446
1166375280,3.66
1166375340,3.586
1166375400,3.556
1166375460,3.604
1166375520,3.728
1166375580,3.7
1166375640,3.678
1166375700,3.67
1166375760,3.702
1166375820,3.744
1166375880,3.796
1166375940,3.808
1166376000,3.58
1166376060,3.37
1166376120,3.13
1166376180,3.238
1166376240,3.39
1166376300,3.36
1166376360,3.4
1166376420,3.396
1166376480,3.282
1166376540,2.996
1166376600,3.002
1166376660,3.0
1166376720,2.994
1166376780,3.058
1166376840,3.118
1166376900,3.168
1166376960,3.262
1166377020,3.306
1166377080,3.288
1166377140,3.282
1166377200,3.292
1166377260,3.28
1166377320,3.502
1166377380,3.376
1166377440,3.332
1166377500,3.292
1166377560,3.28
1166377620,3.298
1166377680,3.296
1166377740,3.274
1166377800,3.412
1166377860,3.412
1166377920,3.418
1166377980,3.416
1166378040,3.418
1166378100,3.43
1166378160,3.434
1166378220,3.792
1166378280,3.652
1166378340,3.59
1166378400,3.328
1166378460,3.336
1166378520,3.386
1166378580,3.528
1166378640,3.496
1166378700,3.396
1166378760,3.266
1166378820,3.34
1166378880,3.26
1166378940,3.236
1166379000,3.216
1166379060,3.232
1166379120,3.236
1166379180,3.254
1166379240,3.308
1166379300,3.612
1166379360,4.1
1166379420,6.254
1166379480,6.204
1166379540,4.536
1166379600,3.606
1166379660,3.594
1166379720,3.614
1166379780,3.612
1166379840,3.612
1166379900,3.576
1166379960,3.552
1166380020,3.55
1166380080,3.566
1166380140,3.66
1166380200,3.624
1166380260,3.626
1166380320,3.62
1166380380,3.42
1166380440,3.356
1166380500,3.362
1166380560,3.372
1166380620,3.38
1166380680,3.344
1166380740,3.612
1166380800,3.652
1166380860,3.638
1166380920,3.618
1166380980,3.588
1166381040,3.596
1166381100,3.708
1166381160,3.79
1166381220,3.76
1166381280,3.754
1166381340,3.742
1166381400,3.954
1166381460,3.81
1166381520,3.808
1166381580,3.978
1166381640,3.974
1166381700,4.006
1166381760,4.112
1166381820,4.06
1166381880,4.05
1166381940,4.046
1166382000,4.078
1166382060,4.18
1166382120,4.132
1166382180,3.768
1166382240,3.556
1166382300,3.528
1166382360,2.922
1166382420,2.42
1166382480,2.398
1166382540,2.398
1166382600,2.388
1166382660,2.432
1166382720,3.764
1166382780,3.782
1166382840,3.222
1166382900,2.21
